Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3500",,,"PATRIC.562.123410.562.123410.con.0011.CDS.110532.111170.rev","PATRIC","CDS",110532,111170,639,"-",,"PLF_561_00000538","PGF_03302939",,212,,"Uncharacterized protein YjfM",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3501",,,"PATRIC.562.123410.562.123410.con.0011.CDS.111180.111578.rev","PATRIC","CDS",111180,111578,399,"-",,"PLF_561_00003139","PGF_03080222",,132,,"UPF0719 inner membrane protein YjfL",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3502",,,"PATRIC.562.123410.562.123410.con.0011.CDS.111596.112255.rev","PATRIC","CDS",111596,112255,660,"-",,"PLF_561_00003201","PGF_03096997",,219,,"Uncharacterized protein YjfK",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3503",,,"PATRIC.562.123410.562.123410.con.0011.CDS.112305.113003.rev","PATRIC","CDS",112305,113003,699,"-",,"PLF_561_00001291","PGF_00040120",,232,,"Uncharacterized protein YjfJ",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3504",,,"PATRIC.562.123410.562.123410.con.0011.CDS.113022.113423.rev","PATRIC","CDS",113022,113423,402,"-",,"PLF_561_00001045","PGF_00065614",,133,,"Uncharacterized protein YjfI",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3505",,,"PATRIC.562.123410.562.123410.con.0011.CDS.113550.114281.rev","PATRIC","CDS",113550,114281,732,"-",,"PLF_561_00000671","PGF_08582746",,243,,"23S rRNA (guanosine(2251)-2'-O)-methyltransferase (EC 2.1.1.185)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3506",,,"PATRIC.562.123410.562.123410.con.0011.CDS.114373.116814.rev","PATRIC","CDS",114373,116814,2442,"-",,"PLF_561_00000841","PGF_04962192",,813,,"3'-to-5' exoribonuclease RNase R",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3507",,,"PATRIC.562.123410.562.123410.con.0011.CDS.116853.117278.rev","PATRIC","CDS",116853,117278,426,"-",,"PLF_561_00000727","PGF_03147273",,141,,"Nitrite-sensitive transcriptional repressor NsrR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3508",,,"PATRIC.562.123410.562.123410.con.0011.CDS.117483.118781.rev","PATRIC","CDS",117483,118781,1299,"-",,"PLF_561_00000486","PGF_06935032",,432,,"Adenylosuccinate synthetase (EC 6.3.4.4)","GO:0004019|adenylosuccinate synthase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3509",,,"PATRIC.562.123410.562.123410.con.0011.CDS.118885.119082.rev","PATRIC","CDS",118885,119082,198,"-",,"PLF_561_00000979","PGF_08447907",,65,,"Putative inner membrane protein YjeT (clustered with HflC)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3510",,,"PATRIC.562.123410.562.123410.con.0011.CDS.119164.120168.rev","PATRIC","CDS",119164,120168,1005,"-",,"PLF_561_00000630","PGF_00902417",,334,,"HflC protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3511",,,"PATRIC.562.123410.562.123410.con.0011.CDS.120171.121430.rev","PATRIC","CDS",120171,121430,1260,"-",,"PLF_561_00000886","PGF_00011634",,419,,"HflK protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3512",,,"PATRIC.562.123410.562.123410.con.0011.CDS.121516.122796.rev","PATRIC","CDS",121516,122796,1281,"-",,"PLF_561_00001004","PGF_00007028",,426,,"Ribosome LSU-associated GTP-binding protein HflX",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3513",,,"PATRIC.562.123410.562.123410.con.0011.CDS.122872.123180.rev","PATRIC","CDS",122872,123180,309,"-",,"PLF_561_00001556","PGF_00046622",,102,,"RNA-binding protein Hfq",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3514",,,"PATRIC.562.123410.562.123410.con.0011.CDS.123266.124216.rev","PATRIC","CDS",123266,124216,951,"-",,"PLF_561_00000558","PGF_04807486",,316,,"tRNA dimethylallyltransferase (EC 2.5.1.75)","GO:0052381|tRNA dimethylallyltransferase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3406",,,"PATRIC.562.123410.562.123410.con.0011.CDS.12343.13215.fwd","PATRIC","CDS",12343,13215,873,"+",,"PLF_561_00008398","PGF_08225224",,290,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3515",,,"PATRIC.562.123410.562.123410.con.0011.CDS.124209.126056.rev","PATRIC","CDS",124209,126056,1848,"-",,"PLF_561_00000528","PGF_05507938",,615,,"DNA mismatch repair protein MutL",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3516",,,"PATRIC.562.123410.562.123410.con.0011.CDS.126066.127403.rev","PATRIC","CDS",126066,127403,1338,"-",,"PLF_561_00000791","PGF_01466819",,445,,"N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)","GO:0008745|N-acetylmuramoyl-L-alanine amidase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3517",,,"PATRIC.562.123410.562.123410.con.0011.CDS.127422.127883.rev","PATRIC","CDS",127422,127883,462,"-",,"PLF_561_00000868","PGF_03753407",,153,,"tRNA threonylcarbamoyladenosine biosynthesis protein TsaE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3518",,,"PATRIC.562.123410.562.123410.con.0011.CDS.127855.129387.rev","PATRIC","CDS",127855,129387,1533,"-",,"PLF_561_00000971","PGF_06230969",,510,,"NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3519",,,"PATRIC.562.123410.562.123410.con.0011.CDS.129401.130540.fwd","PATRIC","CDS",129401,130540,1140,"+",,"PLF_561_00000241","PGF_06566462",,379,,"Epoxyqueuosine reductase (EC 1.17.99.6) QueG",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3520",,,"PATRIC.562.123410.562.123410.con.0011.CDS.131318.131863.rev","PATRIC","CDS",131318,131863,546,"-",,"PLF_561_00000270","PGF_00416576",,181,,"3'-to-5' oligoribonuclease (orn)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3521",,,"PATRIC.562.123410.562.123410.con.0011.CDS.131958.133010.fwd","PATRIC","CDS",131958,133010,1053,"+",,"PLF_561_00000636","PGF_00048928",,350,,"Ribosome small subunit biogenesis RbfA-release protein RsgA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3522",,,"PATRIC.562.123410.562.123410.con.0011.CDS.133107.134075.fwd","PATRIC","CDS",133107,134075,969,"+",,"PLF_561_00001204","PGF_03938996",,322,,"Phosphatidylserine decarboxylase (EC 4.1.1.65)","GO:0004609|phosphatidylserine decarboxylase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3523",,,"PATRIC.562.123410.562.123410.con.0011.CDS.134097.137420.fwd","PATRIC","CDS",134097,137420,3324,"+",,"PLF_561_00000796","PGF_03083019",,1107,,"Miniconductance mechanosensitive channel MscM",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3407",,,"PATRIC.562.123410.562.123410.con.0011.CDS.13583.13876.fwd","PATRIC","CDS",13583,13876,294,"+",,"PLF_561_00008434","PGF_00091322",,97,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3524",,,"PATRIC.562.123410.562.123410.con.0011.CDS.137451.137753.rev","PATRIC","CDS",137451,137753,303,"-",,"PLF_561_00004646","PGF_00041674",,100,,"Inner membrane protein YjeO",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3525",,,"PATRIC.562.123410.562.123410.con.0011.CDS.137762.138076.rev","PATRIC","CDS",137762,138076,315,"-",,"PLF_561_00005035","PGF_00091072",,104,,"Uncharacterized protein YjeN",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3526",,,"PATRIC.562.123410.562.123410.con.0011.CDS.138139.139641.rev","PATRIC","CDS",138139,139641,1503,"-",,"PLF_561_00000475","PGF_00014290",,500,,"Inner membrane transporter YjeM",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3408",,,"PATRIC.562.123410.562.123410.con.0011.CDS.13962.14873.fwd","PATRIC","CDS",13962,14873,912,"+",,"PLF_561_00008342","PGF_10372736",,303,,"Antirestriction protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3527",,,"PATRIC.562.123410.562.123410.con.0011.CDS.139860.140837.rev","PATRIC","CDS",139860,140837,978,"-",,"PLF_561_00001474","PGF_00060424",,325,,"Translation elongation factor P Lys34--(R)-beta-lysine ligase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3528",,,"PATRIC.562.123410.562.123410.con.0011.CDS.141162.142970.fwd","PATRIC","CDS",141162,142970,1809,"+",,"PLF_561_00000637","PGF_03803868",,602,,"Fumarate reductase flavoprotein subunit (EC 1.3.5.4)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3529",,,"PATRIC.562.123410.562.123410.con.0011.CDS.142963.143697.fwd","PATRIC","CDS",142963,143697,735,"+",,"PLF_561_00001036","PGF_03034557",,244,,"Fumarate reductase iron-sulfur protein (EC 1.3.5.4)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3530",,,"PATRIC.562.123410.562.123410.con.0011.CDS.143708.144103.fwd","PATRIC","CDS",143708,144103,396,"+",,"PLF_561_00000719","PGF_00006500",,131,,"Fumarate reductase subunit C",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3531",,,"PATRIC.562.123410.562.123410.con.0011.CDS.144114.144473.fwd","PATRIC","CDS",144114,144473,360,"+",,"PLF_561_00003054","PGF_00006501",,119,,"Fumarate reductase subunit D",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3532",,,"PATRIC.562.123410.562.123410.con.0011.CDS.144536.145669.fwd","PATRIC","CDS",144536,145669,1134,"+",,"PLF_561_00000240","PGF_00918275",,377,,"Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","GO:0008800|beta-lactamase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3533",,,"PATRIC.562.123410.562.123410.con.0011.CDS.145758.146291.fwd","PATRIC","CDS",145758,146291,534,"+",,"PLF_561_00000306","PGF_07300582",,177,,"Lipocalin Blc",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3534",,,"PATRIC.562.123410.562.123410.con.0011.CDS.146288.146605.rev","PATRIC","CDS",146288,146605,318,"-",,"PLF_561_00028848","PGF_08031207",,105,,"Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3535",,,"PATRIC.562.123410.562.123410.con.0011.CDS.146781.146927.rev","PATRIC","CDS",146781,146927,147,"-",,"PLF_561_00001417","PGF_00424596",,48,,"Entericidin B",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3536",,,"PATRIC.562.123410.562.123410.con.0011.CDS.147038.147163.rev","PATRIC","CDS",147038,147163,126,"-",,"PLF_561_00003575","PGF_01972356",,41,,"Entericidin A",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3537",,,"PATRIC.562.123410.562.123410.con.0011.CDS.147215.147781.rev","PATRIC","CDS",147215,147781,567,"-",,"PLF_561_00001310","PGF_03799365",,188,,"Translation elongation factor P",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3538",,,"PATRIC.562.123410.562.123410.con.0011.CDS.147823.148851.fwd","PATRIC","CDS",147823,148851,1029,"+",,"PLF_561_00000477","PGF_00017939",,342,,"Lysine 2,3-aminomutase (EC 5.4.3.2)","GO:0050066|lysine 2,3-aminomutase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3539",,,"PATRIC.562.123410.562.123410.con.0011.CDS.149086.149955.fwd","PATRIC","CDS",149086,149955,870,"+",,"PLF_561_00008104","PGF_01627272",,289,,"Uncharacterized protein YjeJ",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3540",,,"PATRIC.562.123410.562.123410.con.0011.CDS.150005.150358.rev","PATRIC","CDS",150005,150358,354,"-",,"PLF_561_00014469","PGF_01624650",,117,,"Uncharacterized protein YjeI",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3541",,,"PATRIC.562.123410.562.123410.con.0011.CDS.150496.152142.rev","PATRIC","CDS",150496,152142,1647,"-",,"PLF_561_00000599","PGF_01212739",,548,,"Heat shock protein 60 kDa family chaperone GroEL",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3409",,,"PATRIC.562.123410.562.123410.con.0011.CDS.15176.16795.fwd","PATRIC","CDS",15176,16795,1620,"+",,"PLF_561_00172372","PGF_05698766",,539,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3542",,,"PATRIC.562.123410.562.123410.con.0011.CDS.152186.152479.rev","PATRIC","CDS",152186,152479,294,"-",,"PLF_561_00001978","PGF_09581668",,97,,"Heat shock protein 10 kDa family chaperone GroES",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3543",,,"PATRIC.562.123410.562.123410.con.0011.CDS.152755.154011.fwd","PATRIC","CDS",152755,154011,1257,"+",,"PLF_561_00000591","PGF_00014188",,418,,"L-methionine and branched-chain amino acid export protein YjeH",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3544",,,"PATRIC.562.123410.562.123410.con.0011.CDS.154027.154503.rev","PATRIC","CDS",154027,154503,477,"-",,"PLF_561_00003410","PGF_00559569",,158,,"UPF0716 protein FxsA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3545",,,"PATRIC.562.123410.562.123410.con.0011.CDS.154840.156276.fwd","PATRIC","CDS",154840,156276,1437,"+",,"PLF_561_00000657","PGF_00066854",,478,,"Aspartate ammonia-lyase (EC 4.3.1.1)","GO:0008797|aspartate ammonia-lyase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3546",,,"PATRIC.562.123410.562.123410.con.0011.CDS.156394.157695.fwd","PATRIC","CDS",156394,157695,1302,"+",,"PLF_561_00000609","PGF_03844705",,433,,"Anaerobic C4-dicarboxylate transporter DcuA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3547",,,"PATRIC.562.123410.562.123410.con.0011.CDS.157811.158149.fwd","PATRIC","CDS",157811,158149,339,"+",,"PLF_561_00001144","PGF_03205642",,112,,"Periplasmic divalent cation tolerance protein CutA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3548",,,"PATRIC.562.123410.562.123410.con.0011.CDS.158125.159822.fwd","PATRIC","CDS",158125,159822,1698,"+",,"PLF_561_00000586","PGF_08652177",,565,,"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)","GO:0047134|protein-disulfide reductase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3549",,,"PATRIC.562.123410.562.123410.con.0011.CDS.159859.160434.fwd","PATRIC","CDS",159859,160434,576,"+",,"PLF_561_00000318","PGF_00058852",,191,,"Transcriptional regulator YjdC, AcrR family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3550",,,"PATRIC.562.123410.562.123410.con.0011.CDS.160814.162079.fwd","PATRIC","CDS",160814,162079,1266,"+",,"PLF_561_00028974","PGF_07214360",,421,,"Integrase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3551",,,"PATRIC.562.123410.562.123410.con.0011.CDS.162335.163378.fwd","PATRIC","CDS",162335,163378,1044,"+",,"PLF_561_00004412","PGF_00051533",,347,,"ShiA homolog",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3552",,,"PATRIC.562.123410.562.123410.con.0011.CDS.163738.163854.rev","PATRIC","CDS",163738,163854,117,"-",,"PLF_561_00003968","PGF_00247946",,38,,"Putative phosphoethanolamine transferase YjgX",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3410",,,"PATRIC.562.123410.562.123410.con.0011.CDS.16785.17711.fwd","PATRIC","CDS",16785,17711,927,"+",,"PLF_561_00008462","PGF_12718787",,308,,"Phage integrase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3411",,,"PATRIC.562.123410.562.123410.con.0011.CDS.17686.17811.rev","PATRIC","CDS",17686,17811,126,"-",,"PLF_561_00008486","PGF_00214210",,41,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3412",,,"PATRIC.562.123410.562.123410.con.0011.CDS.18141.19160.fwd","PATRIC","CDS",18141,19160,1020,"+",,"PLF_561_00000230","PGF_00671335",,339,,"Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195) @ Alcohol dehydrogenase (EC 1.1.1.1)","GO:0045551|cinnamyl-alcohol dehydrogenase activity;GO:0045551|sinapyl alcohol dehydrogenase activity;GO:0004022|alcohol dehydrogenase (NAD) activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3413",,,"PATRIC.562.123410.562.123410.con.0011.CDS.19164.19727.rev","PATRIC","CDS",19164,19727,564,"-",,"PLF_561_00004627","PGF_07176000",,187,,"Gluconokinase (EC 2.7.1.12)","GO:0046316|gluconokinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3414",,,"PATRIC.562.123410.562.123410.con.0011.CDS.19944.20975.fwd","PATRIC","CDS",19944,20975,1032,"+",,"PLF_561_00004629","PGF_00016127",,343,,"L-idonate 5-dehydrogenase (EC 1.1.1.264)","GO:0050572|L-idonate 5-dehydrogenase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3415",,,"PATRIC.562.123410.562.123410.con.0011.CDS.20999.21763.fwd","PATRIC","CDS",20999,21763,765,"+",,"PLF_561_00004626","PGF_03096717",,254,,"5-keto-D-gluconate 5-reductase (EC 1.1.1.69)","GO:0008874|gluconate 5-dehydrogenase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3416",,,"PATRIC.562.123410.562.123410.con.0011.CDS.21828.23147.fwd","PATRIC","CDS",21828,23147,1320,"+",,"PLF_561_00004622","PGF_00016128",,439,,"L-idonate, D-gluconate, 5-keto-D-gluconate transporter",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0011","fig|562.123410.peg.3417",,,"PATRIC.562.123410.562.123410.con.0011.CDS.23214.24212.fwd","PATRIC","CDS",23214,24212,999,"+",,"PLF_561_00004632","PGF_00035016",,332,,"Positive regulator of L-idonate catabolism",
