Family ID,Proteins,Genomes,Description,Min AA Length,Max AA Length,Mean,Std Dev
PGF_02009434,1,1,"hypothetical protein",285,285,285,0
PGF_00013225,1,1,"ADP-ribose pyrophosphatase",149,149,149,0
PGF_00064993,1,1,"Uncharacterized protein LAF_1179",383,383,383,0
PGF_02013240,1,1,"hypothetical protein",39,39,39,0
PGF_10441805,1,1,"Two-component transcriptional response regulator, LuxR family",234,234,234,0
PGF_02010524,1,1,"hypothetical protein",258,258,258,0
PGF_00140035,1,1,"hypothetical protein",171,171,171,0
PGF_02010067,1,1,"hypothetical protein",105,105,105,0
PGF_02948232,1,1,"TetR family regulatory protein of MDR cluster",213,213,213,0
PGF_02029963,2,2,"hypothetical protein",42,46,44,2
PGF_02009534,1,1,"Uncharacterized protein SPy0919",58,58,58,0
PGF_00020149,1,1,"Membrane-associated serine protease",221,221,221,0
PGF_00042601,1,1,"Putative oxidoreductase",314,314,314,0
PGF_00759127,1,1,"hypothetical protein",108,108,108,0
PGF_10366460,2,2,"Transcriptional regulator, MarR family",110,115,112.5,2.5
PGF_02008574,1,1,"hypothetical protein",110,110,110,0
PGF_02010402,1,1,"Hypothetical protein SAV1839",77,77,77,0
PGF_02010087,1,1,"hypothetical protein",112,112,112,0
PGF_00660653,1,1,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.66)",197,197,197,0
PGF_02009466,1,1,"hypothetical protein",227,227,227,0
PGF_02035929,1,1,"hypothetical protein",202,202,202,0
PGF_07498304,1,1,"N-acetylmuramoyl-L-alanine amidase, family 4",372,372,372,0
PGF_02049527,1,1,"Dipeptidase",466,466,466,0
PGF_02010030,1,1,"hypothetical protein",87,87,87,0
PGF_02010056,1,1,"hypothetical protein",243,243,243,0
PGF_03997960,1,1,"hypothetical protein",52,52,52,0
PGF_02009979,1,1,"hypothetical protein",205,205,205,0
PGF_02012717,1,1,"hypothetical protein",38,38,38,0
PGF_10390354,1,1,"Transcriptional regulator, AcrR family",231,231,231,0
PGF_00827733,1,1,"Small heat shock protein",143,143,143,0
PGF_00030748,2,1,"Peptidoglycan-binding LysM",204,282,243,39
PGF_02010696,1,1,"hypothetical protein",70,70,70,0
PGF_00754837,1,1,"Xanthine permease",445,445,445,0
PGF_02008049,1,1,"hypothetical protein",290,290,290,0
PGF_02009993,2,1,"hypothetical protein",49,126,87.5,38.5
PGF_00335090,1,1,"hypothetical protein",82,82,82,0
PGF_02010403,1,1,"hypothetical protein",62,62,62,0
PGF_02011251,1,1,"hypothetical protein",239,239,239,0
PGF_02011119,1,1,"hypothetical protein",47,47,47,0
PGF_00424667,1,1,"EpsIIG, Putative glycosyltransferase",302,302,302,0
PGF_02010536,1,1,"hypothetical protein",187,187,187,0
PGF_08114214,1,1,"hypothetical protein",352,352,352,0
PGF_12888889,1,1,"hypothetical protein",205,205,205,0
PGF_00197481,1,1,"hypothetical protein",407,407,407,0
PGF_02010404,1,1,"hypothetical protein",68,68,68,0
PGF_02010405,1,1,"hypothetical protein",71,71,71,0
PGF_02037743,1,1,"hypothetical protein",121,121,121,0
PGF_12876738,1,1,"hypothetical protein",189,189,189,0
PGF_00139534,1,1,"hypothetical protein",300,300,300,0
PGF_02009977,1,1,"hypothetical protein",259,259,259,0
PGF_02010071,1,1,"hypothetical protein",117,117,117,0
PGF_00018724,3,1,"Uncharacterized MFS-type transporter",37,182,122.66666666666667,62.055530687352025
PGF_10373676,3,2,"hypothetical protein",197,479,373.6666666666667,125.69097908052997
PGF_02010011,1,1,"hypothetical protein",73,73,73,0
PGF_02008819,1,1,"hypothetical protein",229,229,229,0
PGF_02018096,1,1,"hypothetical protein",38,38,38,0
PGF_02010406,1,1,"hypothetical protein",105,105,105,0
PGF_00674334,3,3,"FIG042921: similarity to aminoacyl-tRNA editing enzymes YbaK, ProX",159,166,161.33333333333334,3.299831645537222
PGF_10383070,1,1,"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",260,260,260,0
PGF_04177205,1,1,"hypothetical protein",30,30,30,0
PGF_02010687,1,1,"hypothetical protein",84,84,84,0
PGF_12894302,1,1,"hypothetical protein",47,47,47,0
PGF_02046115,1,1,"hypothetical protein",66,66,66,0
PGF_06738824,1,1,"hypothetical protein",111,111,111,0
PGF_02009902,1,1,"COG2826: Transposase and inactivated derivatives, IS30 family",217,217,217,0
PGF_00025576,1,1,"Nicotinamide mononucleotide transporter",264,264,264,0
PGF_00021664,1,1,"2,3-butanediol dehydrogenase, S-alcohol forming, (R)-acetoin-specific (EC 1.1.1.4) / Acetoin (diacetyl) reductase (EC 1.1.1.304)",257,257,257,0
PGF_02010550,1,1,"hypothetical protein",221,221,221,0
PGF_02009453,1,1,"hypothetical protein",221,221,221,0
PGF_00250339,1,1,"hypothetical protein",71,71,71,0
PGF_02010040,1,1,"hypothetical protein",155,155,155,0
PGF_02009515,1,1,"hypothetical protein",158,158,158,0
PGF_00687677,1,1,"Acetyltransferase",144,144,144,0
PGF_02899070,1,1,"hypothetical protein",404,404,404,0
PGF_02010041,1,1,"hypothetical protein",113,113,113,0
PGF_04044287,1,1,"hypothetical protein",234,234,234,0
PGF_02049087,1,1,"hypothetical protein",257,257,257,0
PGF_04005622,1,1,"hypothetical protein",331,331,331,0
PGF_00133350,1,1,"hypothetical protein",445,445,445,0
PGF_02010016,1,1,"hypothetical protein",201,201,201,0
PGF_00050204,1,1,"Secreted protein",306,306,306,0
PGF_02008800,1,1,"hypothetical protein",182,182,182,0
PGF_02009450,1,1,"hypothetical protein",195,195,195,0
PGF_02010508,1,1,"Transcriptional regulator",181,181,181,0
PGF_00790992,2,2,"hypothetical protein",213,251,232,19
PGF_02011140,1,1,"hypothetical protein",71,71,71,0
PGF_00305476,1,1,"hypothetical protein",242,242,242,0
PGF_02008931,1,1,"hypothetical protein",77,77,77,0
PGF_02014938,1,1,"hypothetical protein",139,139,139,0
PGF_00019328,1,1,"Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase",195,195,195,0
PGF_02009949,1,1,"Transcriptional regulator",140,140,140,0
PGF_03098840,1,1,"Putative transport protein",389,389,389,0
PGF_03066046,1,1,"sugar transferase",208,208,208,0
PGF_00041181,12,12,"Putative glycosyltransferase",269,372,290.75,33.035649935587266
PGF_00424151,1,1,"4-hydroxybenzoyl-CoA thioesterase",276,276,276,0
PGF_02011160,1,1,"nodulation protein L",176,176,176,0
PGF_02939914,1,1,"Integral membrane protein",625,625,625,0
PGF_10343193,1,1,"Transcriptional regulator, AcrR family",190,190,190,0
PGF_10565832,1,1,"ABC transporter, permease protein",317,317,317,0
PGF_02032033,1,1,"hypothetical protein",155,155,155,0
PGF_10343824,1,1,"Transcriptional regulator, AcrR family",189,189,189,0
PGF_02009470,1,1,"hypothetical protein",106,106,106,0
PGF_02010059,1,1,"hypothetical protein",190,190,190,0
PGF_02011837,1,1,"hypothetical protein",37,37,37,0
PGF_00675060,1,1,"Mg(2+) transport ATPase, P-type (EC 3.6.3.2)",921,921,921,0
PGF_00320600,4,1,"hypothetical protein",112,310,196.25,72.27162306189062
PGF_00025784,1,1,"Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent",780,780,780,0
PGF_02019827,1,1,"hypothetical protein",403,403,403,0
PGF_02009454,1,1,"hypothetical protein",183,183,183,0
PGF_00403055,1,1,"phosphoglycerol transferase",697,697,697,0
PGF_02017684,1,1,"hypothetical protein",299,299,299,0
PGF_00026794,1,1,"O-succinylbenzoate synthase (EC 4.2.1.113)",369,369,369,0
PGF_00048949,1,1,"Ribosyl nicotinamide transporter, PnuC-like",240,240,240,0
PGF_10320232,1,1,"Transcriptional regulator, AcrR family",178,178,178,0
PGF_02016572,1,1,"hypothetical protein",328,328,328,0
PGF_02961582,1,1,"hypothetical protein",138,138,138,0
PGF_02010094,1,1,"phosphatase",212,212,212,0
PGF_02010043,1,1,"hypothetical protein",47,47,47,0
PGF_02009907,1,1,"Conserved protein YngD",357,357,357,0
PGF_02024415,1,1,"hypothetical protein",462,462,462,0
PGF_02038594,1,1,"hypothetical protein",111,111,111,0
PGF_02008711,1,1,"Integral membrane protein",269,269,269,0
PGF_02621097,1,1,"Oxidoreductase",285,285,285,0
PGF_02048333,1,1,"hypothetical protein",158,158,158,0
PGF_03291853,1,1,"Transcriptional regulator",215,215,215,0
PGF_07724453,1,1,"hypothetical protein",140,140,140,0
PGF_10438003,1,1,"hypothetical protein",320,320,320,0
PGF_00057888,1,1,"Transcriptional regulator",141,141,141,0
PGF_02010044,1,1,"hypothetical protein",132,132,132,0
PGF_02010031,1,1,"hypothetical protein",116,116,116,0
PGF_03202473,7,5,"Glycerol-3-phosphate transporter",47,465,395.85714285714283,142.97694976206935
PGF_02024420,1,1,"hypothetical protein",68,68,68,0
PGF_12768763,1,1,"hypothetical protein",168,168,168,0
PGF_03039264,1,1,"Glycerol uptake facilitator protein @ GlpF1: implicated in lactate racemization",240,240,240,0
PGF_02967558,1,1,"LarC1: implicated in lactate racemization / LarC2: implicated in lactate racemization",410,410,410,0
PGF_03116874,1,1,"LarB: implicated in lactate racemization",253,253,253,0
PGF_02366710,2,2,"Transposase",65,441,253,188
PGF_00133117,1,1,"hypothetical protein",154,154,154,0
PGF_00422951,1,1,"Deoxyribonucleoside regulator DeoR (transcriptional repressor)",319,319,319,0
PGF_02009465,1,1,"hypothetical protein",338,338,338,0
PGF_10346482,1,1,"hypothetical protein",38,38,38,0
PGF_02010569,1,1,"hypothetical protein",144,144,144,0
PGF_02008843,1,1,"hypothetical protein",247,247,247,0
PGF_02008796,1,1,"hypothetical protein",175,175,175,0
PGF_06838349,1,1,"Uncharacterized MFS-type transporter",389,389,389,0
PGF_05908047,2,1,"hypothetical protein",223,248,235.5,12.5
PGF_00108088,1,1,"hypothetical protein",67,67,67,0
PGF_02011692,3,3,"Programmed cell death toxin MazF",39,111,83.66666666666667,31.846855766656496
PGF_04660575,3,3,"Cyclopropane-fatty-acyl-phospholipid synthase",395,427,416.3333333333333,15.084944665313014
PGF_02011118,1,1,"hypothetical protein",59,59,59,0
PGF_02008784,1,1,"hypothetical protein",338,338,338,0
PGF_08310244,1,1,"hypothetical protein",74,74,74,0
PGF_02010070,1,1,"hypothetical protein",94,94,94,0
PGF_03977116,1,1,"hypothetical protein",334,334,334,0
PGF_00419599,2,2,"Copper-exporting ATPase (EC 3.6.3.4)",102,124,113,11
PGF_00951680,1,1,"Transport protein",144,144,144,0
PGF_10341046,1,1,"hypothetical protein",328,328,328,0
PGF_10537392,1,1,"Nitroreductase",218,218,218,0
PGF_00972249,1,1,"Putative hydrolase",202,202,202,0
PGF_02009971,1,1,"hypothetical protein",285,285,285,0
PGF_02015224,1,1,"hypothetical protein",99,99,99,0
PGF_02008755,1,1,"Putative reductase",129,129,129,0
PGF_02010037,1,1,"hypothetical protein",64,64,64,0
PGF_02018081,1,1,"hypothetical protein",50,50,50,0
PGF_05255821,1,1,"hypothetical protein",30,30,30,0
PGF_02010068,1,1,"hypothetical protein",61,61,61,0
PGF_00242318,1,1,"hypothetical protein",263,263,263,0
PGF_02010476,1,1,"Cell wall surface anchor family protein",512,512,512,0
PGF_03083009,1,1,"hypothetical protein",620,620,620,0
PGF_00011348,1,1,"Heme transporter analogous to IsdDEF, ATP-binding protein",253,253,253,0
PGF_06211931,1,1,"hypothetical protein",107,107,107,0
PGF_00048177,2,2,"Alpha-ketoglutarate permease",432,434,433,1
PGF_02625797,2,2,"NAD(P)H-hydrate epimerase (EC 5.1.99.6)",208,212,210,2
PGF_02008837,1,1,"hypothetical protein",112,112,112,0
PGF_00316993,4,4,"Uncharacterized protein YlbE",98,1003,630.5,388.9270497149819
PGF_02015067,3,1,"hypothetical protein",46,85,68.66666666666667,16.539514973407034
PGF_02009932,1,1,"Nitroreductase",215,215,215,0
PGF_00095593,1,1,"hypothetical protein",104,104,104,0
PGF_02035902,1,1,"hypothetical protein",210,210,210,0
PGF_02009995,1,1,"hypothetical protein",181,181,181,0
PGF_02008410,1,1,"hypothetical protein",63,63,63,0
PGF_02011789,1,1,"hypothetical protein",55,55,55,0
PGF_00012589,2,1,"Hydrolase",273,275,274,1
PGF_02010584,1,1,"hypothetical protein",40,40,40,0
PGF_02009365,1,1,"Cell wall surface anchor family protein",741,741,741,0
PGF_00068737,1,1,"arginine repressor",152,152,152,0
PGF_02010014,1,1,"hypothetical protein",213,213,213,0
PGF_00424840,1,1,"Esterase/lipase/thioesterase",291,291,291,0
PGF_02009370,1,1,"Dehydrogenase",336,336,336,0
PGF_02155216,1,1,"FIG015094: hypothetical protein",82,82,82,0
PGF_02009955,1,1,"hypothetical protein",199,199,199,0
PGF_02009950,1,1,"Transcriptional regulator",109,109,109,0
PGF_06278384,1,1,"hypothetical protein",139,139,139,0
PGF_02009500,1,1,"hypothetical protein",76,76,76,0
PGF_02009484,1,1,"hypothetical protein",361,361,361,0
PGF_02010083,1,1,"hypothetical protein",44,44,44,0
PGF_02032499,1,1,"hypothetical protein",43,43,43,0
PGF_02007801,1,1,"hypothetical protein",193,193,193,0
PGF_04603431,1,1,"Acetyltransferase TM0577",171,171,171,0
PGF_00040074,1,1,"Putative acyltransferase",616,616,616,0
PGF_02009409,1,1,"Putative regulator of the mannose operon, ManO",116,116,116,0
PGF_08187444,1,1,"Transposase",59,59,59,0
PGF_00737587,1,1,"hypothetical protein",65,65,65,0
PGF_02008820,1,1,"hypothetical protein",233,233,233,0
PGF_02162896,1,1,"oxidoreductase of aldo/keto reductase family, subgroup 2",282,282,282,0
PGF_00173936,1,1,"hypothetical protein",109,109,109,0
PGF_00088714,1,1,"hypothetical protein",101,101,101,0
PGF_06340113,1,1,"hypothetical protein",257,257,257,0
PGF_02010089,1,1,"hypothetical protein",73,73,73,0
PGF_00063977,1,1,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)",407,407,407,0
PGF_10509449,2,2,"Actin-like ATPase for cell morphogenesis",328,338,333,5
PGF_00795635,1,1,"hypothetical protein",74,74,74,0
PGF_02010304,1,1,"hypothetical protein",95,95,95,0
PGF_02009469,1,1,"hypothetical protein",325,325,325,0
PGF_02010079,1,1,"hypothetical protein",94,94,94,0
PGF_00313940,1,1,"hypothetical protein",157,157,157,0
PGF_02049090,1,1,"hypothetical protein",136,136,136,0
PGF_02009503,1,1,"hypothetical protein",281,281,281,0
PGF_08432656,1,1,"hypothetical protein",78,78,78,0
PGF_02956420,1,1,"hypothetical protein",94,94,94,0
PGF_02042242,1,1,"hypothetical protein",120,120,120,0
PGF_02009456,1,1,"hypothetical protein",309,309,309,0
PGF_00048557,3,3,"Ribonuclease HIII (EC 3.1.26.4)",282,301,294.6666666666667,8.9566858950296
PGF_02009520,1,1,"hypothetical protein",175,175,175,0
PGF_08219247,1,1,"Chloride channel protein EriC",420,420,420,0
PGF_02012523,1,1,"FIG008111: hypothetical protein",180,180,180,0
PGF_02892460,1,1,"hypothetical protein",280,280,280,0
PGF_02009518,1,1,"hypothetical protein",137,137,137,0
PGF_02010399,1,1,"hypothetical protein",143,143,143,0
PGF_02010084,1,1,"hypothetical protein",285,285,285,0
PGF_02923403,1,1,"hypothetical protein",458,458,458,0
PGF_02009925,1,1,"Late competence protein ComGB, access of DNA to ComEA",327,327,327,0
PGF_02009926,1,1,"Late competence protein ComGD, access of DNA to ComEA, FIG038316",147,147,147,0
PGF_02009380,1,1,"Late competence protein ComGE, FIG075573",98,98,98,0
PGF_02010571,1,1,"hypothetical protein",145,145,145,0
PGF_02009997,1,1,"hypothetical protein",164,164,164,0
PGF_02048520,1,1,"hypothetical protein",38,38,38,0
PGF_02009914,1,1,"FIG01235218: hypothetical protein",113,113,113,0
PGF_02009913,1,1,"SepF, FtsZ-interacting protein related to cell division",156,156,156,0
PGF_02010063,1,1,"hypothetical protein",78,78,78,0
PGF_02009532,1,1,"hypothetical protein",114,114,114,0
PGF_02008098,1,1,"hypothetical protein",229,229,229,0
PGF_08048190,1,1,"hypothetical protein",179,179,179,0
PGF_00351152,1,1,"hypothetical protein",324,324,324,0
PGF_02015987,1,1,"hypothetical protein",148,148,148,0
PGF_02010057,1,1,"hypothetical protein",98,98,98,0
PGF_02010008,1,1,"hypothetical protein",298,298,298,0
PGF_02010400,1,1,"hypothetical protein",99,99,99,0
PGF_02010583,1,1,"hypothetical protein",48,48,48,0
PGF_02010098,1,1,"short-chain dehydrogenase/oxidoreductase",279,279,279,0
PGF_00263777,1,1,"hypothetical protein",125,125,125,0
PGF_02008382,1,1,"hypothetical protein",93,93,93,0
PGF_02010603,1,1,"hypothetical protein",37,37,37,0
PGF_01006664,1,1,"hypothetical protein",52,52,52,0
PGF_02012216,1,1,"hypothetical protein",59,59,59,0
PGF_00051616,1,1,"Short-chain dehydrogenase",286,286,286,0
PGF_02011786,1,1,"hypothetical protein",121,121,121,0
PGF_02010551,1,1,"hypothetical protein",122,122,122,0
PGF_02010509,1,1,"Transport protein",369,369,369,0
PGF_02049443,1,1,"hypothetical protein",110,110,110,0
PGF_02010072,1,1,"hypothetical protein",40,40,40,0
PGF_00158673,2,2,"hypothetical protein",43,101,72,29
PGF_02024413,1,1,"hypothetical protein",31,31,31,0
PGF_02009998,1,1,"hypothetical protein",146,146,146,0
PGF_02010556,1,1,"hypothetical protein",206,206,206,0
PGF_02015570,1,1,"hypothetical protein",85,85,85,0
PGF_07630647,1,1,"hypothetical protein",214,214,214,0
PGF_04001144,1,1,"hypothetical protein",66,66,66,0
PGF_00872316,1,1,"drug resistance transporter, EmrB/QacA family",462,462,462,0
PGF_05495498,2,1,"hypothetical protein",123,236,179.5,56.5
PGF_00026515,1,1,"Nucleotidyltransferase/DNA polymerase for DNA repair",430,430,430,0
PGF_04989482,1,1,"hypothetical protein",105,105,105,0
PGF_02009985,1,1,"hypothetical protein",167,167,167,0
PGF_12933830,1,1,"hypothetical protein",583,583,583,0
PGF_03084034,1,1,"hypothetical protein",316,316,316,0
PGF_00091467,1,1,"hypothetical protein",161,161,161,0
PGF_02011911,1,1,"hypothetical protein",344,344,344,0
PGF_02017680,1,1,"hypothetical protein",187,187,187,0
PGF_00198617,1,1,"hypothetical protein",192,192,192,0
PGF_00416153,2,2,"Cadmium resistance protein",200,206,203,3
PGF_02009938,1,1,"Predicted metal-dependent membrane protease",109,109,109,0
PGF_02010009,1,1,"hypothetical protein",147,147,147,0
PGF_02027599,1,1,"hypothetical protein",223,223,223,0
PGF_02019071,1,1,"hypothetical protein",76,76,76,0
PGF_02009978,1,1,"hypothetical protein",188,188,188,0
PGF_02010927,1,1,"hypothetical protein",59,59,59,0
PGF_02010085,1,1,"hypothetical protein",113,113,113,0
PGF_02009948,1,1,"Transcriptional regulator",162,162,162,0
PGF_00420027,1,1,"Cystathionine gamma-synthase (EC 2.5.1.48) @ O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)",375,375,375,0
PGF_10390054,1,1,"Alcohol dehydrogenase",247,247,247,0
PGF_02043537,1,1,"Fructosamine-3-kinase (EC 2.7.1.-)",279,279,279,0
PGF_05143949,1,1,"N-acetylmuramoyl-L-alanine amidase",289,289,289,0
PGF_02009991,1,1,"hypothetical protein",43,43,43,0
PGF_02040188,1,1,"hypothetical protein",62,62,62,0
PGF_00402400,1,1,"penicillin acylase",325,325,325,0
PGF_02010086,1,1,"hypothetical protein",67,67,67,0
PGF_02012855,1,1,"hypothetical protein",127,127,127,0
PGF_02008876,1,1,"hypothetical protein",184,184,184,0
PGF_12750095,1,1,"hypothetical protein",285,285,285,0
PGF_00072183,2,2,"hemolysin III",209,250,229.5,20.5
PGF_12694884,1,1,"Integrase",280,280,280,0
PGF_12880650,1,1,"hypothetical protein",130,130,130,0
PGF_02031466,1,1,"Predicted hydroxymethylpyrimidine transporter CytX",452,452,452,0
PGF_00205994,1,1,"hypothetical protein",569,569,569,0
PGF_02009471,1,1,"hypothetical protein",116,116,116,0
PGF_00771822,1,1,"Oxalate/formate antiporter",449,449,449,0
PGF_00361825,2,1,"hypothetical protein",85,604,344.5,259.5
PGF_12004076,1,1,"hypothetical protein",129,129,129,0
PGF_11637941,1,1,"hypothetical protein",53,53,53,0
PGF_06943903,1,1,"hypothetical protein",85,85,85,0
PGF_02000638,1,1,"hypothetical protein",70,70,70,0
PGF_01989702,1,1,"hypothetical protein",41,41,41,0
PGF_00665172,5,1,"hypothetical protein",76,882,267.2,310.7290781372094
PGF_06432151,1,1,"hypothetical protein",83,83,83,0
PGF_02000752,1,1,"hypothetical protein",114,114,114,0
PGF_01999907,1,1,"hypothetical protein",85,85,85,0
PGF_01989703,1,1,"hypothetical protein",265,265,265,0
PGF_01988793,1,1,"hypothetical protein",486,486,486,0
PGF_02003258,1,1,"hypothetical protein",46,46,46,0
PGF_05321429,1,1,"hypothetical protein",49,49,49,0
PGF_05064449,1,1,"hypothetical protein",195,195,195,0
PGF_01989694,1,1,"hypothetical protein",163,163,163,0
